dataset,grammar,L,strategy,sampling_strategy,sigma,eb_gamma,T,n_reps,mean_rule1,std_rule1,mean_rule2,std_rule2,mean_both_rules,std_both_rules,mean_format,std_format,n_eval_total,ci_low_both_rules,ci_high_both_rules,n_steps_mean,n_steps_max,deterministic,elapsed_s,n_correct,n_correct_too_low,uniqueness,duplication_rate,mean_lev_dist_normalized,lev_n_used,bigram_diversity,trigram_diversity,dfa_state_coverage,dfa_transition_coverage,n_entropy,n_coverage,m_entropy,nm_joint_coverage,max_depth_ratio_mean,max_depth_ratio_std,brackets_parens_ratio_mean,brackets_parens_ratio_std,n_zero_paren_sequences,distribution_path
unconditional,parentheses_and_brackets,32,gaussian,greedy,50.0,,32,5,0.844,0.024166,1.0,0.0,0.844,0.024166,0.944,0.020591,500,0.809585,0.87317,30.216,33,False,3166.09,422,False,1.0,0.0,0.13998508165829146,200,0.00030576364470264486,0.000631911532385466,,,,,,,0.39351303317535546,0.104421909849785,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T32_gaussian_greedy_sigma50.0.json
unconditional,parentheses_and_brackets,32,uniform,greedy,,,64,5,0.822,0.011662,1.0,0.0,0.822,0.011662,0.974,0.016248,500,0.786054,0.853036,61.508,63,False,5194.65,411,False,1.0,0.0,0.14114007537688442,200,0.00031394709991366455,0.0006488240064882401,,,,,,,0.3867092457420925,0.10319993357174276,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T64_uniform_greedy_none.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,100.0,,32,5,0.804,0.02498,1.0,0.0,0.804,0.02498,0.956,0.020591,500,0.766942,0.836422,30.744,33,False,3420.84,402,False,1.0,0.0,0.14072157663316584,200,0.0003209757663296421,0.0006633499170812604,,,,,,,0.3935012437810945,0.10337574257378694,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T32_gaussian_greedy_sigma100.0.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,256.0,,32,5,0.798,0.045343,1.0,0.0,0.798,0.045343,0.96,0.016733,500,0.760596,0.830859,31.188,33,False,3502.93,399,False,1.0,0.0,0.13915201005025127,200,0.0003233891179561808,0.0006683375104427736,,,,,,,0.3881578947368421,0.10043353458258264,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T32_gaussian_greedy_sigma256.0.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,1.0,,32,5,0.806,0.013565,1.0,0.0,0.806,0.013565,0.806,0.013565,500,0.76906,0.838274,28.776,32,False,4102.53,403,False,0.9975186104218362,0.002481389578163795,0.12449277638190955,200,0.0003201793004082286,0.0006617038875103391,,,,,,,0.2126240694789082,0.040935290474945034,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T32_gaussian_greedy_sigma1.0.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,2.0,,32,5,0.792,0.042615,1.0,0.0,0.792,0.042615,0.81,0.038987,500,0.754263,0.825284,28.154,33,False,4345.03,396,False,0.9974747474747475,0.002525252525252486,0.13790201005025127,200,0.00032583903551645487,0.0006734006734006734,,,,,,,0.2307449494949495,0.05009599975710751,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T32_gaussian_greedy_sigma2.0.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,5.0,,32,5,0.822,0.017205,1.0,0.0,0.822,0.017205,0.868,0.023152,500,0.786054,0.853036,27.632,33,False,4338.35,411,False,1.0,0.0,0.14352308417085427,200,0.00031394709991366455,0.0006488240064882401,,,,,,,0.2913625304136253,0.06377875732222923,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T32_gaussian_greedy_sigma5.0.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,10.0,,32,5,0.82,0.018974,1.0,0.0,0.82,0.018974,0.882,0.024819,500,0.783925,0.851196,27.974,33,False,4518.07,410,False,1.0,0.0,0.14250235552763818,200,0.0003147128245476003,0.0006504065040650406,,,,,,,0.34176829268292686,0.0797819893454302,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T32_gaussian_greedy_sigma10.0.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,20.0,,32,5,0.846,0.020591,1.0,0.0,0.846,0.020591,0.906,0.036111,500,0.811734,0.87499,28.704,33,False,4485.14,423,False,1.0,0.0,0.14312107412060301,200,0.00030504079920689394,0.0006304176516942475,,,,,,,0.3888888888888889,0.10399414397244743,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T32_gaussian_greedy_sigma20.0.json
unconditional,parentheses_and_brackets,32,uniform,categorical,,,128,5,0.922,0.013266,1.0,0.0,0.922,0.013266,0.936,0.012,500,0.895146,0.942419,119.0,125,False,8651.77,461,False,1.0,0.0,0.2741841108350208,200,0.0009886307464162135,0.0035036496350364962,,,,,,,0.3692142817413967,0.09450654152691253,1.210985941029325,1.0266515332594728,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T128_uniform_categorical_none.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,256.0,,64,5,0.83,0.030332,1.0,0.0,0.83,0.030332,0.978,0.017205,500,0.794588,0.86038,60.628,64,False,5703.95,415,False,1.0,0.0,0.13928784547738693,200,0.00031092110376991836,0.000642570281124498,,,,,,,0.3933734939759036,0.10699090275969401,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T64_gaussian_greedy_sigma256.0.json
unconditional,parentheses_and_brackets,32,uniform,greedy,,,128,5,0.888,0.017205,1.0,0.0,0.888,0.017205,0.98,0.010954,500,0.857346,0.912738,121.644,125,False,9472.16,444,False,1.0,0.0,0.13984532035175878,200,0.0002906131938390003,0.0006006006006006006,,,,,,,0.38161599099099097,0.10023659260240474,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T128_uniform_greedy_none.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,50.0,,64,5,0.882,0.038678,1.0,0.0,0.882,0.038678,0.972,0.017205,500,0.850767,0.907407,58.788,64,False,6459.95,441,False,1.0,0.0,0.1397385364321608,200,0.0002925901543413064,0.0006046863189720333,,,,,,,0.39526643990929705,0.10372484470399417,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T64_gaussian_greedy_sigma50.0.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,1.0,,64,5,0.954,0.020591,1.0,0.0,0.954,0.020591,0.954,0.020591,500,0.931922,0.969155,58.41,63,False,7639.95,477,False,0.9811320754716981,0.018867924528301883,0.11683103015075377,200,0.00027050787854196256,0.0005590496156533892,,,,,,,0.1931341719077568,0.039973836123383066,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T64_gaussian_greedy_sigma1.0.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,100.0,,64,5,0.858,0.004,1.0,0.0,0.858,0.004,0.97,0.008944,500,0.82467,0.885871,60.206,64,False,7092.81,429,False,1.0,0.0,0.14006516959798995,200,0.0003007744943228814,0.0006216006216006216,,,,,,,0.38956876456876455,0.10218199542898446,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T64_gaussian_greedy_sigma100.0.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,10.0,,64,5,0.912,0.022271,1.0,0.0,0.912,0.022271,0.954,0.013565,500,0.883923,0.933794,55.52,64,False,8162.63,456,False,1.0,0.0,0.14220791457286433,200,0.0002829654782116582,0.0005847953216374269,,,,,,,0.3315515350877193,0.08312556607016647,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T64_gaussian_greedy_sigma10.0.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,2.0,,64,5,0.928,0.029933,1.0,0.0,0.928,0.029933,0.932,0.027857,500,0.901931,0.947542,56.932,64,False,8662.34,464,False,1.0,0.0,0.13034155150753768,200,0.00027808676307007786,0.0005747126436781609,,,,,,,0.21066810344827586,0.045898721620575574,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T64_gaussian_greedy_sigma2.0.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,20.0,,64,5,0.93,0.026833,1.0,0.0,0.93,0.026833,0.978,0.016,500,0.904202,0.949241,56.714,64,False,8647.82,465,False,1.0,0.0,0.14092101130653267,200,0.00027748872702046477,0.0005734767025089606,,,,,,,0.36989247311827955,0.10209888337468145,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T64_gaussian_greedy_sigma20.0.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,5.0,,64,5,0.932,0.03763,1.0,0.0,0.932,0.03763,0.952,0.019391,500,0.906479,0.950934,55.3,64,False,9687.05,466,False,1.0,0.0,0.14325219849246232,200,0.00027689325764917625,0.0005722460658082976,,,,,,,0.2687768240343348,0.06355994415904741,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T64_gaussian_greedy_sigma5.0.json
unconditional,parentheses_and_brackets,32,uniform,categorical,,,256,5,0.942,0.017205,1.0,0.0,0.942,0.017205,0.954,0.016248,500,0.917943,0.959317,237.478,249,False,16450.44,471,False,1.0,0.0,0.27142653329740185,200,0.0009683890157017362,0.003432003432003432,,,,,,,0.3630420623255018,0.09454299624598711,1.2280610755133048,0.8688830950507556,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T256_uniform_categorical_none.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,1.0,,1,5,0.0,0.0,1.0,0.0,0.0,0.0,0.76,0.027568,500,-0.0,0.007625,1.0,1,False,424.57,0,True,,,,0,,,,,,,,,,,,,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T1_gaussian_categorical_sigma1.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,2.0,,1,5,0.0,0.0,1.0,0.0,0.0,0.0,0.752,0.031875,500,-0.0,0.007625,1.0,1,False,327.48,0,True,,,,0,,,,,,,,,,,,,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T1_gaussian_categorical_sigma2.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,5.0,,1,5,0.0,0.0,1.0,0.0,0.0,0.0,0.74,0.030984,500,-0.0,0.007625,1.0,1,False,403.48,0,True,,,,0,,,,,,,,,,,,,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T1_gaussian_categorical_sigma5.0.json
unconditional,parentheses_and_brackets,32,uniform,greedy,,,256,5,0.956,0.017436,1.0,0.0,0.956,0.017436,0.998,0.004,500,0.93428,0.970766,242.444,249,False,17933.21,478,False,1.0,0.0,0.13867854899497487,200,0.00026994196247806724,0.0005578800557880056,,,,,,,0.3825836820083682,0.09748749144866369,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T256_uniform_greedy_none.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,10.0,,1,5,0.0,0.0,1.0,0.0,0.0,0.0,0.682,0.044452,500,-0.0,0.007625,1.0,1,False,415.05,0,True,,,,0,,,,,,,,,,,,,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T1_gaussian_categorical_sigma10.0.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,256.0,,128,5,0.874,0.045869,1.0,0.0,0.874,0.045869,0.99,0.008944,500,0.842032,0.900265,120.47,126,False,12943.15,437,False,1.0,0.0,0.14081658291457286,200,0.00029526832509042594,0.0006102212051868803,,,,,,,0.37428489702517165,0.10591348613540925,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T128_gaussian_greedy_sigma256.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,20.0,,1,5,0.0,0.0,1.0,0.0,0.0,0.0,0.634,0.047582,500,-0.0,0.007625,1.0,1,False,421.1,0,True,,,,0,,,,,,,,,,,,,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T1_gaussian_categorical_sigma20.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,50.0,,1,5,0.0,0.0,1.0,0.0,0.0,0.0,0.526,0.034409,500,-0.0,0.007625,1.0,1,False,443.4,0,True,,,,0,,,,,,,,,,,,,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T1_gaussian_categorical_sigma50.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,100.0,,1,5,0.0,0.0,1.0,0.0,0.0,0.0,0.426,0.018547,500,-0.0,0.007625,1.0,1,False,336.91,0,True,,,,0,,,,,,,,,,,,,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T1_gaussian_categorical_sigma100.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,256.0,,1,5,0.0,0.0,1.0,0.0,0.0,0.0,0.374,0.020591,500,-0.0,0.007625,1.0,1,False,413.13,0,True,,,,0,,,,,,,,,,,,,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T1_gaussian_categorical_sigma256.0.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,1.0,,128,5,0.988,0.011662,1.0,0.0,0.988,0.011662,0.988,0.011662,500,0.974069,0.994489,115.954,125,False,15388.42,494,False,0.9534412955465587,0.046558704453441346,0.10986730527638192,200,0.0002611989029646076,0.0005398110661268556,,,,,,,0.1737095141700405,0.03676633364978578,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T128_gaussian_greedy_sigma1.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,1.0,,2,5,0.004,0.004899,1.0,0.0,0.004,0.004899,0.022,0.011662,500,0.001098,0.014466,1.028,2,False,447.56,2,True,,,,2,,,,,,,,,0.9375,0.0625,0.6888888888888889,0.0888888888888889,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T2_gaussian_categorical_sigma1.0.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,100.0,,128,5,0.91,0.012649,1.0,0.0,0.91,0.012649,0.986,0.004899,500,0.88169,0.932058,118.38,126,False,13861.98,455,False,0.9978021978021978,0.00219780219780219,0.13957914572864322,200,0.0002835873803615739,0.0005860805860805861,,,,,,,0.3938186813186813,0.10473628621928664,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T128_gaussian_greedy_sigma100.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,2.0,,2,5,0.0,0.0,1.0,0.0,0.0,0.0,0.026,0.010198,500,-0.0,0.007625,1.034,2,False,434.19,0,True,,,,0,,,,,,,,,,,,,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T2_gaussian_categorical_sigma2.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,5.0,,2,5,0.0,0.0,1.0,0.0,0.0,0.0,0.044,0.024166,500,-0.0,0.007625,1.056,2,False,430.76,0,True,,,,0,,,,,,,,,,,,,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T2_gaussian_categorical_sigma5.0.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,20.0,,128,5,0.948,0.011662,1.0,0.0,0.948,0.011662,0.978,0.007483,500,0.924898,0.96427,111.89,126,False,15095.49,474,False,1.0,0.0,0.1396050565326633,200,0.00027221995372260786,0.0005625879043600563,,,,,,,0.372626582278481,0.097491126990643,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T128_gaussian_greedy_sigma20.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,10.0,,2,5,0.002,0.004,1.0,0.0,0.002,0.004,0.082,0.034293,500,0.000353,0.011241,1.112,2,False,470.27,1,True,1.0,0.0,,1,0.41935483870967744,0.7,,,,,,,0.6875,,0.7777777777777778,,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T2_gaussian_categorical_sigma10.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,20.0,,2,5,0.004,0.004899,1.0,0.0,0.004,0.004899,0.148,0.017205,500,0.001098,0.014466,1.21,2,False,381.41,2,True,,,,2,,,,,,,,,0.68125,0.11875000000000002,1.2708333333333335,0.39583333333333337,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T2_gaussian_categorical_sigma20.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,100.0,,2,5,0.0,0.0,1.0,0.0,0.0,0.0,0.12,0.022804,500,-0.0,0.007625,1.236,2,False,297.13,0,True,,,,0,,,,,,,,,,,,,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T2_gaussian_categorical_sigma100.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,50.0,,2,5,0.0,0.0,1.0,0.0,0.0,0.0,0.136,0.02498,500,-0.0,0.007625,1.232,2,False,420.68,0,True,,,,0,,,,,,,,,,,,,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T2_gaussian_categorical_sigma50.0.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,50.0,,128,5,0.94,0.021909,1.0,0.0,0.94,0.021909,0.99,0.006325,500,0.915638,0.957652,117.05,126,False,14502.43,470,False,1.0,0.0,0.13950062814070352,200,0.0002745367192862045,0.0005673758865248227,,,,,,,0.38457446808510637,0.1016392493463809,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T128_gaussian_greedy_sigma50.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,256.0,,2,5,0.002,0.004,1.0,0.0,0.002,0.004,0.12,0.028983,500,0.000353,0.011241,1.264,3,False,435.53,1,True,1.0,0.0,,1,0.3870967741935484,0.7333333333333333,,,,,,,0.3125,,0.6,,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T2_gaussian_categorical_sigma256.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,1.0,,4,5,0.0,0.0,1.0,0.0,0.0,0.0,0.002,0.004,500,-0.0,0.007625,1.398,4,False,446.36,0,True,,,,0,,,,,,,,,,,,,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T4_gaussian_categorical_sigma1.0.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,2.0,,128,5,0.976,0.016248,1.0,0.0,0.976,0.016248,0.98,0.014142,500,0.958523,0.986219,113.31,126,False,16307.74,488,False,0.9959016393442623,0.004098360655737654,0.12951868718592965,200,0.00026441036488630354,0.000546448087431694,,,,,,,0.20350922131147542,0.03950634698187951,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T128_gaussian_greedy_sigma2.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,5.0,,4,5,0.002,0.004,1.0,0.0,0.002,0.004,0.004,0.004899,500,0.000353,0.011241,1.938,4,False,477.24,1,True,1.0,0.0,,1,0.41935483870967744,0.8,,,,,,,0.375,,1.2857142857142858,,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T4_gaussian_categorical_sigma5.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,2.0,,4,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,500,-0.0,0.007625,1.554,3,False,506.24,0,True,,,,0,,,,,,,,,,,,,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T4_gaussian_categorical_sigma2.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,10.0,,4,5,0.014,0.010198,1.0,0.0,0.014,0.010198,0.022,0.013266,500,0.006798,0.028613,2.144,5,False,611.97,7,False,1.0,0.0,0.256006006006006,7,0.06511627906976744,0.21634615384615385,,,,,,,0.45952380952380956,0.07957957126841855,1.4111111111111112,0.7006421846416836,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T4_gaussian_categorical_sigma10.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,20.0,,4,5,0.016,0.008,1.0,0.0,0.016,0.008,0.02,0.015492,500,0.008129,0.031251,2.286,5,False,696.78,8,False,1.0,0.0,0.28065241844769406,8,0.056910569105691054,0.19327731092436976,,,,,,,0.3463541666666667,0.053050908300685845,0.7925324675324675,0.23824104318215605,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T4_gaussian_categorical_sigma20.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,256.0,,4,5,0.06,0.006325,1.0,0.0,0.06,0.006325,0.082,0.013266,500,0.042348,0.084362,2.496,5,False,572.27,30,False,1.0,0.0,0.26796277593420864,30,0.01511879049676026,0.05357142857142857,,,,,,,0.35333333333333333,0.0805608235825348,1.0560702260702262,0.6243198928501875,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T4_gaussian_categorical_sigma256.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,1.0,,8,5,0.008,0.007483,1.0,0.0,0.008,0.007483,0.008,0.007483,500,0.003115,0.020387,2.486,8,False,502.06,4,True,,,,4,,,,,,,,,0.3489583333333333,0.027063293868263713,1.4468253968253968,0.537499670410699,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T8_gaussian_categorical_sigma1.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,100.0,,4,5,0.05,0.016733,1.0,0.0,0.05,0.016733,0.064,0.020591,500,0.034094,0.072769,2.468,5,False,670.71,25,False,1.0,0.0,0.2695214105793451,25,0.018205461638491547,0.06451612903225806,,,,,,,0.38549999999999995,0.10947551730359116,1.1336666666666668,0.7614071430519626,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T4_gaussian_categorical_sigma100.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,50.0,,4,5,0.018,0.009798,1.0,0.0,0.018,0.009798,0.048,0.01833,500,0.009498,0.033852,2.39,5,False,687.64,9,False,1.0,0.0,0.2674825174825175,9,0.05054151624548736,0.17537313432835822,,,,,,,0.3768518518518518,0.14877471668173708,1.2671957671957672,0.6598713049783592,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T4_gaussian_categorical_sigma50.0.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,5.0,,128,5,0.954,0.013565,1.0,0.0,0.954,0.013565,0.97,0.012649,500,0.931922,0.969155,109.532,126,False,16917.7,477,False,1.0,0.0,0.1432011620603015,200,0.00027050787854196256,0.0005590496156533892,,,,,,,0.2727987421383648,0.06074099012213552,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T128_gaussian_greedy_sigma5.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,2.0,,8,5,0.014,0.010198,1.0,0.0,0.014,0.010198,0.018,0.014697,500,0.006798,0.028613,3.1,8,False,885.73,7,False,1.0,0.0,0.27157738095238093,7,0.06451612903225806,0.22380952380952382,,,,,,,0.4375,0.1417366773784602,1.5424036281179139,1.2502979421866605,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T8_gaussian_categorical_sigma2.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,5.0,,8,5,0.034,0.013565,1.0,0.0,0.034,0.013565,0.048,0.023152,500,0.021334,0.053772,3.84,8,False,991.82,17,False,1.0,0.0,0.26447610294117646,17,0.026565464895635674,0.09411764705882353,,,,,,,0.4338235294117647,0.10385622714577598,0.9959021370786078,0.48274583228654977,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T8_gaussian_categorical_sigma5.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,50.0,,8,5,0.184,0.037202,1.0,0.0,0.184,0.037202,0.196,0.034409,500,0.152489,0.22033,5.33,9,False,885.29,92,False,1.0,0.0,0.2729476405946994,92,0.0049435028248587575,0.017518248175182483,,,,,,,0.37554347826086953,0.09249097706862779,1.174299281636238,0.6599756955908168,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T8_gaussian_categorical_sigma50.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,256.0,,8,5,0.214,0.044989,1.0,0.0,0.214,0.044989,0.226,0.049639,500,0.180302,0.252059,5.49,9,False,852.96,107,False,1.0,0.0,0.27245650792943193,107,0.004269594388533089,0.015132408575031526,,,,,,,0.37491313203930027,0.10326189185030771,1.1992056489720042,0.6322235630970445,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T8_gaussian_categorical_sigma256.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,10.0,,8,5,0.122,0.029257,1.0,0.0,0.118,0.029933,0.138,0.037094,500,0.092593,0.149233,4.604,9,False,1208.59,59,False,1.0,0.0,0.27008417632725396,59,0.007739082365948038,0.027428571428571427,,,,,,,0.40261299435028247,0.09149926389070275,1.2310531746972426,0.8542102912843829,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T8_gaussian_categorical_sigma10.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,100.0,,8,5,0.186,0.033823,1.0,0.0,0.186,0.033823,0.198,0.032496,500,0.154333,0.222455,5.408,9,False,993.23,93,False,1.0,0.0,0.27027733592553316,93,0.004896817068905212,0.01735357917570499,,,,,,,0.36553379416282644,0.0895042156795916,1.0336157271641142,0.5479721201062091,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T8_gaussian_categorical_sigma100.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,20.0,,8,5,0.138,0.023152,1.0,0.0,0.136,0.020591,0.15,0.024495,500,0.108715,0.168836,4.844,9,False,1208.99,68,False,1.0,0.0,0.27309286898839136,68,0.006692160611854685,0.023715415019762844,,,,,,,0.38389355742296916,0.10311624649859945,1.2170045640633875,0.7935652707791296,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T8_gaussian_categorical_sigma20.0.json
unconditional,parentheses_and_brackets,32,gaussian,greedy,10.0,,128,5,0.974,0.010198,1.0,0.0,0.974,0.010198,0.984,0.008,500,0.956028,0.984744,110.352,126,False,17962.88,487,False,1.0,0.0,0.14269864949748745,200,0.00026495330198052594,0.0005475701574264203,,,,,,,0.3313655030800821,0.08073493833445382,0.0,0.0,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T128_gaussian_greedy_sigma10.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,1.0,,16,5,0.028,0.007483,1.0,0.0,0.028,0.007483,0.028,0.007483,500,0.016751,0.046447,5.848,17,False,1482.43,14,False,1.0,0.0,0.2702656088306313,14,0.032407407407407406,0.11483253588516747,,,,,,,0.36815476190476193,0.08676858623193848,1.0588149945292804,0.7371114320712941,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T16_gaussian_categorical_sigma1.0.json
unconditional,parentheses_and_brackets,32,gaussian,categorical,2.0,,16,5,0.072,0.021354,1.0,0.0,0.072,0.021354,0.074,0.021541,500,0.052458,0.098069,7.266,16,False,1738.63,36,False,1.0,0.0,0.2734480179506357,36,0.012612612612612612,0.0446927374301676,,,,,,,0.444130291005291,0.1195613216190862,1.1997454705788038,0.7471795437126704,0,results/T-sweep-Dyck-4/distributions/parentheses_and_brackets_L32_T16_gaussian_categorical_sigma2.0.json
